BHK,Location,Total sqft,price_sqft,price,Bhk
3 BHK Apartment,Chembur,984,"31,000",3.05 Cr,3
2 BHK Apartment,Kurla,598,"23,913",1.42 Cr,2
2 BHK Apartment,Malad West,738,"21,000",1.54 Cr,2
3 BHK Apartment,Rasayani,644,"10,676",68.75 L,3
2 BHK Apartment,Vikhroli,582,"24,914",1.45 Cr,2
2 BHK Apartment,Neral,427,"5,756",24.58 L,2
3 BHK Apartment,Mahim,1130,"42,477",4.8 Cr,3
2 BHK Apartment,Fort,671,"40,536",2.72 Cr,2
3 BHK Apartment,Dombivali,917,"10,359",95 L,3
1 BHK Apartment,Malad East,387,"22,800",88.23 L,1
1 BHK Apartment,Vangani,417,"2,578",10.75 L,1
1 BHK Apartment,Jogeshwari West,333,"22,522",74.99 L,1
2 BHK Apartment,Malad East,638,"22,414",1.43 Cr,2
1 BHK Apartment,Kurla,425,"21,591",91.55 L,1
2 BHK Apartment,Dahisar,623,"21,669",1.35 Cr,2
2 BHK Apartment,Borivali East,501,"22,355",1.12 Cr,2
2 BHK Apartment,Mulund West,771,"28,664",2.21 Cr,2
3 BHK Apartment,Kharghar,938,"15,258",1.43 Cr,3
1 BHK Apartment,Vasai,287,"7,459",21.41 L,1
3 BHK Apartment,Kharghar,2215,"11,422",2.53 Cr,3
3 BHK Apartment,Santacruz East,778,"41,773",3.24 Cr,3
3 BHK Apartment,Ambernath East,821,"5,392",44.26 L,3
1 BHK Apartment,Palghar,565,"3,292",18.6 L,1
1 BHK Apartment,Vangani,395,"4,306",17.01 L,1
1 BHK Apartment,Palghar,590,"3,000",17.7 L,1
1 BHK Apartment,Andheri West,230,"25,852",59.46 L,1
1 BHK Apartment,Mazagaon,425,"36,705",1.56 Cr,1
1 BHK Apartment,Dahisar,396,"16,498",65.33 L,1
2 BHK Apartment,Karjat,755,"4,304",32.5 L,2
2 BHK Apartment,Khopoli,428,"7,827",33.49 L,2
1 BHK Apartment,Goregaon East,485,"29,007",1.4 Cr,1
1 BHK Apartment,Panvel,261,"17,433",45.5 L,1
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,1
2 BHK Apartment,Andheri East,655,"29,312",1.91 Cr,2
1 BHK Apartment,Dronagiri,428,"8,294",35.5 L,1
2 BHK Apartment,Umroli,950,"2,500",23.75 L,2
1 BHK Apartment,Virar,527,"8,595",45.3 L,1
1 BHK Apartment,Kalyan East,500,"8,800",44 L,1
1 BHK Apartment,Thane West,409,"7,372",30.15 L,1
2 BHK Apartment,Shahapur,653,"5,895",38.49 L,2
1 BHK Apartment,Chembur,320,"21,844",69.9 L,1
3 BHK Apartment,Taloja,928,"6,573",61 L,3
1 BHK Apartment,Dombivali,410,"9,268",38 L,1
1 BHK Apartment,Malad West,469,"19,190",90 L,1
1 BHK Apartment,Vasai,575,"4,782",27.5 L,1
1 BHK Apartment,Karjat,427,"5,929",25.31 L,1
1 BHK Apartment,Ulwe,590,"7,627",45 L,1
1 BHK Apartment,Badlapur East,525,"4,380",23 L,1
1 BHK Apartment,Titwala,442,"6,674",29.5 L,1
1 BHK Apartment,Diva,715,"5,523",39.49 L,1
2 BHK Apartment,Kamothe,628,"14,331",90 L,2
2 BHK Apartment,Thane West,515,"23,300",1.2 Cr,2
4 BHK Apartment,Thane West,1300,"19,538",2.54 Cr,4
1 BHK Apartment,Bhiwandi,740,"5,200",38.48 L,1
1 BHK Apartment,Virar,445,"7,674",34.14 L,1
1 BHK Apartment,Dahisar,410,"21,708",89 L,1
1 BHK Apartment,Neral,321,"6,199",19.89 L,1
2 BHK Apartment,Kandivali West,644,"31,677",2.04 Cr,2
2 BHK Apartment,Malad East,670,"22,500",1.5 Cr,2
2 BHK Apartment,Dronagiri,650,"8,923",57.99 L,2
3 BHK Apartment,Powai,1239,"38,461",4.76 Cr,3
2 BHK Apartment,Dahisar,542,"21,500",1.16 Cr,2
2 BHK Apartment,Taloja,585,"7,265",42.5 L,2
1 BHK Apartment,Rasayani,343,"6,851",23.5 L,1
2 BHK Apartment,Borivali East,567,"25,573",1.45 Cr,2
2 BHK Apartment,Badlapur West,520,"6,923",36 L,2
2 BHK Apartment,Chembur,522,"25,692",1.34 Cr,2
3 BHK Apartment,Chembur,917,"31,000",2.84 Cr,3
1 BHK Apartment,Kurla,476,"21,968",1.04 Cr,1
3 BHK Apartment,Malad West,999,"21,000",2.09 Cr,3
1 BHK Apartment,Rasayani,320,"8,830",28.25 L,1
1 BHK Apartment,Neral,329,"5,775",19 L,1
2 BHK Apartment,Fort,739,"39,918",2.95 Cr,2
3 BHK Apartment,Dombivali,917,"10,359",95 L,3
2 BHK Apartment,Malad East,592,"22,800",1.34 Cr,2
2 BHK Apartment,Vangani,489,"2,699",13.19 L,2
1 BHK Apartment,Malad East,435,"23,218",1 Cr,1
2 BHK Apartment,Kurla,540,"21,425",1.15 Cr,2
2 BHK Apartment,Titwala,598,"6,605",39.5 L,2
1 BHK Apartment,Diva,699,"5,320",37.19 L,1
1 BHK Apartment,Diva,713,"5,328",37.99 L,1
1 BHK Apartment,Kamothe,515,"14,563",75 L,1
2 BHK Apartment,Thane West,679,"18,262",1.24 Cr,2
3 BHK Apartment,Thane West,887,"21,082",1.87 Cr,3
2 BHK Apartment,Bhiwandi,1045,"5,200",54.34 L,2
1 BHK Apartment,Bhiwandi,690,"5,200",35.88 L,1
2 BHK Apartment,Bhiwandi,1085,"5,200",56.42 L,2
2 BHK Apartment,Bhiwandi,1060,"5,200",55.12 L,2
1 BHK Apartment,Bhiwandi,795,"5,200",41.34 L,1
2 BHK Apartment,Virar,692,"7,659",53 L,2
1 BHK Apartment,Virar,487,"7,597",36.99 L,1
1 BHK Apartment,Dahisar,440,"21,708",95.51 L,1
2 BHK Apartment,Dahisar,650,"22,400",1.45 Cr,2
2 BHK Apartment,Thane West,644,"23,913",1.54 Cr,2
2 BHK Apartment,Diva,936,"5,501",51.49 L,2
1 BHK Apartment,Neral,408,"6,199",25.29 L,1
1 BHK Apartment,Kandivali West,398,"32,663",1.3 Cr,1
2 BHK Apartment,Kandivali West,632,"31,645",2 Cr,2
2 BHK Apartment,Malad East,625,"22,500",1.4 Cr,2
2 BHK Apartment,Malad East,580,"22,500",1.3 Cr,2
2 BHK Apartment,Malad East,710,"22,500",1.59 Cr,2
2 BHK Apartment,Malad East,618,"22,500",1.39 Cr,2
2 BHK Apartment,Powai,770,"38,461",2.96 Cr,2
3 BHK Apartment,Powai,1232,"38,461",4.73 Cr,3
2 BHK Apartment,Powai,767,"38,461",2.94 Cr,2
1 BHK Apartment,Dahisar,374,"21,500",80.41 L,1
1 BHK Apartment,Dahisar,425,"21,500",91.37 L,1
1 BHK Apartment,Dahisar,416,"21,500",89.44 L,1
1 BHK Apartment,Dahisar,438,"21,500",94.17 L,1
1 BHK Apartment,Rasayani,302,"7,052",21.3 L,1
2 BHK Apartment,Rasayani,514,"6,614",34 L,2
2 BHK Apartment,Rasayani,455,"6,483",29.5 L,2
2 BHK Apartment,Rasayani,651,"6,451",42 L,2
2 BHK Apartment,Rasayani,568,"7,086",40.25 L,2
1 BHK Apartment,Rasayani,421,"6,294",26.5 L,1
1 BHK Apartment,Badlapur West,368,"6,793",25 L,1
2 BHK Apartment,Badlapur West,485,"6,670",32.35 L,2
2 BHK Apartment,Chembur,834,"25,692",2.14 Cr,2
2 BHK Apartment,Chembur,841,"25,692",2.16 Cr,2
2 BHK Apartment,Chembur,825,"25,692",2.11 Cr,2
2 BHK Apartment,Chembur,775,"23,681",1.83 Cr,2
2 BHK Apartment,Chembur,528,"25,692",1.35 Cr,2
2 BHK Apartment,Chembur,511,"25,692",1.31 Cr,2
2 BHK Apartment,Chembur,739,"23,681",1.75 Cr,2
2 BHK Apartment,Chembur,507,"25,692",1.3 Cr,2
2 BHK Apartment,Chembur,506,"25,692",1.3 Cr,2
2 BHK Apartment,Chembur,684,"31,000",2.12 Cr,2
2 BHK Apartment,Chembur,617,"31,000",1.91 Cr,2
1 BHK Apartment,Kurla,447,"21,973",97.99 L,1
3 BHK Apartment,Malad West,1150,"21,000",2.41 Cr,3
1 BHK Apartment,Malad West,501,"21,000",1.05 Cr,1
2 BHK Apartment,Malad West,623,"21,000",1.3 Cr,2
2 BHK Apartment,Malad West,631,"21,000",1.32 Cr,2
2 BHK Apartment,Malad West,744,"21,000",1.56 Cr,2
3 BHK Apartment,Panvel,868,"14,861",1.29 Cr,3
2 BHK Apartment,Panvel,687,"15,574",1.07 Cr,2
2 BHK Apartment,Panvel,636,"15,723",1 Cr,2
2 BHK Apartment,Panvel,691,"15,629",1.08 Cr,2
2 BHK Apartment,Panvel,674,"15,727",1.06 Cr,2
2 BHK Apartment,Panvel,680,"15,588",1.06 Cr,2
2 BHK Apartment,Panvel,631,"15,768",99.5 L,2
3 BHK Apartment,Panvel,862,"13,921",1.2 Cr,3
2 BHK Apartment,Panvel,682,"15,542",1.06 Cr,2
2 BHK Apartment,Panvel,616,"15,746",97 L,2
1 BHK Apartment,Neral,368,"5,771",21.23 L,1
2 BHK Apartment,Chembur,735,"26,531",1.95 Cr,2
2 BHK Apartment,Taloja,990,"4,591",45.45 L,2
1 BHK Apartment,Taloja,695,"4,576",31.8 L,1
2 BHK Apartment,Dombivali,576,"10,416",60 L,2
2 BHK Apartment,Dombivali,576,"10,416",60 L,2
1 BHK Apartment,Dombivali,433,"10,392",45 L,1
1 BHK Apartment,Dombivali,433,"10,392",45 L,1
2 BHK Apartment,Dombivali,694,"10,230",71 L,2
2 BHK Apartment,Dombivali,694,"10,230",71 L,2
3 BHK Apartment,Kharghar,1835,"12,043",2.2 Cr,3
3 BHK Apartment,Kharghar,1835,"12,043",2.2 Cr,3
3 BHK Apartment,Kharghar,1835,"12,043",2.2 Cr,3
3 BHK Apartment,Kharghar,1835,"12,043",2.2 Cr,3
2 BHK Apartment,Kharghar,1245,"12,048",1.49 Cr,2
2 BHK Apartment,Kharghar,1245,"12,048",1.49 Cr,2
3 BHK Apartment,Kharghar,1745,"11,977",2.08 Cr,3
3 BHK Apartment,Kharghar,1745,"11,977",2.08 Cr,3
2 BHK Apartment,Kharghar,1335,"12,659",1.68 Cr,2
2 BHK Apartment,Kharghar,1335,"12,659",1.68 Cr,2
2 BHK Apartment,Rasayani,542,"9,207",49.9 L,2
1 BHK Apartment,Andheri East,424,"28,067",1.19 Cr,1
2 BHK Apartment,Rasayani,451,"9,146",41.24 L,2
1 BHK Apartment,Rasayani,330,"9,309",30.71 L,1
1 BHK Apartment,Rasayani,326,"9,488",30.93 L,1
2 BHK Apartment,Rasayani,513,"8,544",43.83 L,2
2 BHK Apartment,Malad East,613,"22,800",1.39 Cr,2
1 BHK Apartment,Malad East,405,"22,800",92.34 L,1
2 BHK Apartment,Badlapur West,770,"3,849",29.64 L,2
2 BHK Apartment,Badlapur West,790,"3,849",30.41 L,2
1 BHK Apartment,Badlapur West,540,"3,850",20.79 L,1
1 BHK Apartment,Badlapur West,605,"3,849",23.29 L,1
1 BHK Apartment,Badlapur West,430,"3,848",16.55 L,1
2 BHK Apartment,Malad East,646,"22,601",1.46 Cr,2
1 BHK Apartment,Malad East,323,"21,641",69.9 L,1
2 BHK Apartment,Kurla,595,"21,386",1.27 Cr,2
1 BHK Apartment,Kurla,418,"21,550",90.08 L,1
2 BHK Apartment,Kurla,584,"21,393",1.24 Cr,2
1 BHK Apartment,Vikhroli,444,"19,943",88.54 L,1
1 BHK Apartment,Vikhroli,390,"20,014",78.05 L,1
1 BHK Apartment,Vikhroli,408,"19,988",81.55 L,1
3 BHK Apartment,Dahisar,1093,"20,768",2.27 Cr,3
2 BHK Apartment,Dahisar,701,"21,255",1.49 Cr,2
1 BHK Apartment,Borivali East,437,"22,196",97 L,1
2 BHK Apartment,Borivali East,619,"23,424",1.45 Cr,2
1 BHK Apartment,Borivali East,434,"22,119",96 L,1
1 BHK Apartment,Borivali East,385,"22,857",88 L,1
1 BHK Apartment,Borivali East,477,"25,157",1.2 Cr,1
1 BHK Apartment,Borivali East,584,"24,828",1.45 Cr,1
2 BHK Apartment,Borivali East,712,"23,876",1.7 Cr,2
2 BHK Apartment,Borivali East,871,"26,406",2.3 Cr,2
1 BHK Apartment,Badlapur West,635,"3,299",20.95 L,1
1 BHK Apartment,Badlapur West,535,"3,299",17.65 L,1
1 BHK Apartment,Badlapur West,565,"3,299",18.64 L,1
3 BHK Apartment,Mulund West,1292,"29,179",3.77 Cr,3
2 BHK Apartment,Mulund West,758,"29,683",2.25 Cr,2
1 BHK Apartment,Badlapur West,345,"5,771",19.91 L,1
1 BHK Apartment,Badlapur West,352,"5,823",20.5 L,1
1 BHK Apartment,Badlapur West,294,"5,442",16 L,1
1 BHK Apartment,Badlapur West,366,"5,814",21.28 L,1
1 BHK Apartment,Badlapur West,333,"5,804",19.33 L,1
1 BHK Apartment,Badlapur West,358,"5,835",20.89 L,1
1 BHK Apartment,Badlapur West,372,"5,825",21.67 L,1
1 BHK Apartment,Badlapur West,380,"5,805",22.06 L,1
1 BHK Apartment,Borivali East,380,"23,157",88 L,1
2 BHK Apartment,Borivali East,764,"24,214",1.85 Cr,2
2 BHK Apartment,Kharghar,708,"15,408",1.09 Cr,2
3 BHK Apartment,Kharghar,923,"15,260",1.4 Cr,3
2 BHK Apartment,Kharghar,694,"15,392",1.06 Cr,2
1 BHK Apartment,Vasai,401,"6,130",24.58 L,1
1 BHK Apartment,Vasai,440,"6,434",28.31 L,1
1 BHK Apartment,Vasai,334,"6,571",21.95 L,1
1 BHK Apartment,Vasai,383,"6,532",25.02 L,1
2 BHK Apartment,Kharghar,1275,"11,843",1.51 Cr,2
3 BHK Apartment,Kharghar,1875,"11,520",2.16 Cr,3
2 BHK Apartment,Kharghar,1415,"11,660",1.65 Cr,2
4 BHK Apartment,Kharghar,3295,"11,562",3.81 Cr,4
3 BHK Apartment,Kharghar,1890,"11,534",2.18 Cr,3
3 BHK Apartment,Kharghar,1855,"11,536",2.14 Cr,3
3 BHK Apartment,Kharghar,2025,"11,456",2.32 Cr,3
2 BHK Apartment,Kharghar,1400,"11,714",1.64 Cr,2
4 BHK Apartment,Kharghar,3405,"11,541",3.93 Cr,4
2 BHK Apartment,Ambernath East,662,"5,392",35.69 L,2
1 BHK Apartment,Ambernath East,438,"5,392",23.61 L,1
1 BHK Apartment,Vasai,280,"6,817",19.09 L,1
1 BHK Apartment,Vasai,278,"6,474",18 L,1
1 BHK Apartment,Vangani,410,"4,243",17.4 L,1
1 BHK Apartment,Palghar,550,"3,000",16.5 L,1
2 BHK Apartment,Palghar,760,"3,000",22.8 L,2
1 BHK Apartment,Vasai,685,"5,309",36.37 L,1
2 BHK Apartment,Vasai,1100,"5,454",60 L,2
3 BHK Apartment,Dombivali East,1595,"9,090",1.45 Cr,3
2 BHK Apartment,Chembur,570,"19,298",1.1 Cr,2
1 BHK Apartment,Mira Road East,580,"11,896",69 L,1
2 BHK Apartment,Badlapur East,1000,"3,000",30 L,2
1 BHK Apartment,Andheri West,534,"2,902",15.5 L,1
1 BHK Apartment,Vasai east,555,"6,306",35 L,1
1 BHK Apartment,Andheri West,651,"3,072",20 L,1
1 BHK Apartment,Andheri West,246,"27,909",68.65 L,1
1 BHK Apartment,Andheri West,503,"27,598",1.38 Cr,1
1 BHK Apartment,Andheri West,514,"27,591",1.41 Cr,1
1 BHK Apartment,Andheri West,323,"25,664",82.89 L,1
1 BHK Apartment,Andheri West,237,"25,832",61.22 L,1
1 BHK Apartment,Andheri West,275,"25,745",70.8 L,1
1 BHK Apartment,Andheri West,216,"25,894",55.93 L,1
1 BHK Apartment,Neral,460,"4,130",19 L,1
1 BHK Apartment,Wada,507,"5,818",29.5 L,1
2 BHK Apartment,Dadar East,750,"30,000",2.25 Cr,2
1 BHK Apartment,Colaba,635,"37,795",2.4 Cr,1
2 BHK Apartment,Mulund West,978,"19,427",1.9 Cr,2
2 BHK Apartment,Mira Road East,810,"11,111",90 L,2
2 BHK Apartment,Panvel,887,"9,582",85 L,2
1 BHK Apartment,Badlapur West,387,"2,971",11.5 L,1
1 BHK Apartment,Sion,662,"4,229",28 L,1
2 BHK Apartment,Santosh Nagar,860,"4,883",42 L,2
1 BHK Apartment,Virar East,560,"5,312",29.75 L,1
2 BHK Apartment,Badlapur East,865,"4,161",36 L,2
1 BHK Apartment,Agripada,765,"16,993",1.3 Cr,1
1 BHK Apartment,Panvel,630,"4,126",26 L,1
3 BHK Apartment,Gorai,2250,"3,466",78 L,3
1 BHK Apartment,Vangani,450,"19,777",89 L,1
1 BHK Apartment,Virar West,550,"7,272",40 L,1
1 BHK Apartment,Andheri West,651,"3,072",20 L,1
1 BHK Apartment,Santacruz West,600,"41,666",2.5 Cr,1
1 BHK Apartment,Andheri West,651,"3,072",20 L,1
2 BHK Apartment,Kalwa,535,"8,598",46 L,2
2 BHK Apartment,Kalyan West,825,"6,545",54 L,2
2 BHK Apartment,Goregaon East,854,"21,662",1.85 Cr,2
1 BHK Apartment,Badlapur West,695,"3,309",23 L,1
1 BHK Apartment,Dahisar,420,"16,199",68.03 L,1
1 BHK Apartment,Dahisar,394,"16,499",65 L,1
1 BHK Apartment,Dahisar,316,"17,498",55.29 L,1
3 BHK Apartment,Nala Sopara,1275,"5,490",69.99 L,3
1 BHK Apartment,Hendre Pada,387,"3,001",11.61 L,1
1 BHK Apartment,Vasai West,560,"8,392",47 L,1
1 BHK Apartment,Thane West,680,"11,323",77 L,1
1 BHK Apartment,Mazgaon,350,"18,571",65 L,1
1 BHK Apartment,Ulwe,385,"6,363",24.5 L,1
1 BHK Apartment,Belapur,550,"6,363",35 L,1
1 BHK Apartment,Badlapur East,725,"3,448",25 L,1
2 BHK Apartment,Nerul,1150,"15,217",1.75 Cr,2
1 BHK Apartment,Dahisar,413,"18,005",74.36 L,1
1 BHK Apartment,Dahisar,353,"17,220",60.78 L,1
1 BHK Apartment,Dahisar,390,"17,215",67.13 L,1
1 BHK Apartment,Dahisar,406,"17,226",69.76 L,1
1 BHK Apartment,Dahisar,332,"17,247",57.09 L,1
2 BHK Apartment,Dombivali,980,"5,102",50 L,2
1 BHK Apartment,Andheri East,275,"20,727",56.99 L,1
1 BHK Apartment,Borivali West,520,"22,115",1.15 Cr,1
1 BHK Apartment,Kumbharkhan Pada,565,"6,194",35 L,1
2 BHK Apartment,Mulund West,500,"25,200",1.26 Cr,2
1 BHK Apartment,Badlapur East,650,"3,536",22.99 L,1
1 BHK Apartment,Mahim,600,"3,000",18 L,1
1 BHK Apartment,Karjat,410,"4,329",17.75 L,1
2 BHK Apartment,Karjat,735,"4,285",31.5 L,2
2 BHK Apartment,Karjat,840,"4,315",36.25 L,2
1 BHK Apartment,Karjat,460,"4,619",21.25 L,1
1 BHK Apartment,Karjat,435,"4,597",20 L,1
1 BHK Apartment,Karjat,490,"4,591",22.5 L,1
1 BHK Apartment,Karjat,530,"4,622",24.5 L,1
2 BHK Apartment,Karjat,780,"4,294",33.5 L,2
2 BHK Apartment,Khopoli,428,"7,845",33.49 L,2
1 BHK Apartment,Khopoli,237,"8,474",19.99 L,1
1 BHK Apartment,Borivali West,515,"24,271",1.25 Cr,1
1 BHK Apartment,Ghatkopar West,540,"21,296",1.15 Cr,1
1 BHK Apartment,Khadawali,250,"1,520",3.8 L,1
1 BHK Apartment,Mulund East,264,"7,575",20 L,1
1 BHK Apartment,Dombivali East,380,"3,947",15 L,1
1 BHK Apartment,Thane West,750,"11,733",88 L,1
2 BHK Apartment,Kalamboli,900,"8,333",75 L,2
1 BHK Apartment,Karanjade,600,"7,000",42 L,1
2 BHK Apartment,Kanjurmarg,676,"22,189",1.5 Cr,2
2 BHK Apartment,Anjurdive,830,"9,638",80 L,2
3 BHK Apartment,Navade,1505,"3,521",53 L,3
1 BHK Apartment,Airoli,660,"10,757",71 L,1
1 BHK Apartment,Karanjade,600,"5,833",35 L,1
1 BHK Apartment,Ghatkopar West,540,"18,518",1 Cr,1
1 BHK Apartment,matunga east,350,"20,571",72 L,1
2 BHK Apartment,Vichumbe,960,"6,458",62 L,2
1 BHK Apartment,Andheri East,650,"19,230",1.25 Cr,1
1 BHK Apartment,Goregaon West,450,"22,222",1 Cr,1
1 BHK Apartment,Nala Sopara,690,"5,072",35 L,1
1 BHK Apartment,Bhangarwadi,674,"4,154",28 L,1
2 BHK Apartment,Dahisar,425,"5,068",21.54 L,2
2 BHK Apartment,Bandra West,790,"47,468",3.75 Cr,2
1 BHK Apartment,Ulwe,550,"7,272",40 L,1
2 BHK Apartment,Borivali West,1151,"13,814",1.59 Cr,2
1 BHK Apartment,Karanjade,660,"6,363",42 L,1
1 BHK Apartment,Dombivali East,385,"3,870",14.9 L,1
2 BHK Apartment,Mira Road East,800,"8,750",70 L,2
1 BHK Apartment,Mandvi,270,"20,370",55 L,1
1 BHK Apartment,Mira Road East,850,"5,647",48 L,1
2 BHK Apartment,Dombivali,950,"9,473",90 L,2
2 BHK Apartment,Kalyan West,830,"6,867",57 L,2
1 BHK Apartment,Virar West,540,"5,925",32 L,1
1 BHK Apartment,Kamathipura,890,"28,089",2.5 Cr,1
1 BHK Apartment,Karjat,500,"3,600",18 L,1
1 BHK Apartment,Neral,470,"5,531",26 L,1
1 BHK Apartment,Neral,410,"4,512",18.5 L,1
2 BHK Apartment,Mulund West,1000,"18,500",1.85 Cr,2
2 BHK Apartment,Thane West,1050,"16,666",1.75 Cr,2
2 BHK Apartment,Malad West,1050,"22,761",2.39 Cr,2
1 BHK Apartment,Malad West,580,"16,034",93 L,1
1 BHK Apartment,Borivali West,560,"14,642",82 L,1
1 BHK Apartment,Goregaon West,570,"18,421",1.05 Cr,1
1 BHK Apartment,Mira Road East,575,"9,043",52 L,1
1 BHK Apartment,Nalasopara West,350,"6,857",24 L,1
1 BHK Apartment,Mira Road East,740,"10,270",76 L,1
3 BHK Apartment,Mira Road East,1565,"10,543",1.65 Cr,3
2 BHK Apartment,Malad West,1080,"17,592",1.9 Cr,2
3 BHK Apartment,Santacruz East,1500,"26,666",4 Cr,3
3 BHK Apartment,Panvel,1355,"9,594",1.3 Cr,3
1 BHK Apartment,Andheri West,651,"3,072",20 L,1
1 BHK Apartment,Andheri West,651,"3,072",20 L,1
2 BHK Apartment,Bhayandar West,960,"11,979",1.15 Cr,2
2 BHK Apartment,Goregaon East,666,"29,012",1.93 Cr,2
1 BHK Apartment,Panvel,261,"17,499",45.49 L,1
2 BHK Apartment,Kamothe,1093,"7,136",78 L,2
1 BHK Apartment,Thane West,600,"12,833",77 L,1
1 BHK Apartment,Powai,355,"21,126",75 L,1
1 BHK Apartment,Thane West,600,"9,166",55 L,1
1 BHK Apartment,Boisar,650,"3,153",20.5 L,1
2 BHK Apartment,Santacruz East,854,"18,149",1.55 Cr,2
1 BHK Apartment,Dombivali East,550,"6,363",35 L,1
2 BHK Apartment,Kalyan West,830,"6,626",55 L,2
2 BHK Apartment,Kalyan West,830,"6,821",56.61 L,2
2 BHK Apartment,Kalwa,575,"11,478",66 L,2
1 BHK Apartment,Dharamveer Nagar,380,"13,157",50 L,1
2 BHK Apartment,Nerul,1098,"14,116",1.55 Cr,2
1 BHK Apartment,Khopoli,294,"7,670",22.54 L,1
2 BHK Apartment,Khopoli,436,"7,701",33.49 L,2
1 BHK Apartment,Kalwa,450,"7,333",33 L,1
2 BHK Apartment,Dadar East,950,"35,789",3.4 Cr,2
4 BHK Apartment,Andheri West,3000,"15,000",4.5 Cr,4
1 BHK Apartment,Bhayandar East,500,"8,400",42 L,1
1 BHK Apartment,Diva Gaon,590,"6,101",36 L,1
4 BHK Apartment,Kanjurmarg,1100,"16,818",1.85 Cr,4
1 BHK Apartment,Parel,250,"39,200",98 L,1
1 BHK Apartment,Chembur,500,"21,000",1.05 Cr,1
1 BHK Apartment,Chembur,410,"26,829",1.1 Cr,1
1 BHK Apartment,Sanpada,655,"5,801",38 L,1
1 BHK Apartment,Ulwe,505,"6,237",31.5 L,1
1 BHK Apartment,Karanjade,651,"5,837",38 L,1
1 BHK Apartment,Vasai West,554,"7,761",43 L,1
1 BHK Apartment,Khopoli,615,"3,414",21 L,1
2 BHK Apartment,Jogeshwari East,650,"29,538",1.92 Cr,2
2 BHK Apartment,Kamothe,1150,"7,652",88 L,2
2 BHK Apartment,Kalyan West,1100,"5,454",60 L,2
2 BHK Apartment,Santacruz East,602,"31,142",1.87 Cr,2
2 BHK Apartment,Santacruz East,579,"31,141",1.79 Cr,2
1 BHK Apartment,Kalwa,575,"10,782",62 L,1
1 BHK Apartment,Thane West,550,"6,545",36 L,1
1 BHK Apartment,Mulund West,501,"16,167",81 L,1
1 BHK Apartment,Girgaon,570,"19,298",1.1 Cr,1
2 BHK Apartment,Sion,811,"18,249",1.48 Cr,2
1 BHK Apartment,Nerul,590,"15,254",90 L,1
2 BHK Apartment,Kandivali West,650,"21,538",1.4 Cr,2
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,1
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,1
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,1
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,1
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,1
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,1
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,1
1 BHK Apartment,Goregaon East,450,"21,111",95 L,1
1 BHK Apartment,Goregaon West,600,"15,833",95 L,1
1 BHK Apartment,Dombivali,515,"6,504",33.5 L,1
1 BHK Apartment,Belapur,700,"10,714",75 L,1
1 BHK Apartment,Dombivali,671,"6,408",43 L,1
2 BHK Apartment,Mira Road East,800,"13,750",1.1 Cr,2
1 BHK Apartment,Kharghar,600,"5,000",30 L,1
2 BHK Apartment,Kharghar,1100,"6,818",75 L,2
1 BHK Apartment,Kharghar,635,"3,700",23.49 L,1
1 BHK Apartment,Andheri East,443,"29,345",1.29 Cr,1
1 BHK Apartment,Andheri East,446,"29,372",1.3 Cr,1
1 BHK Apartment,Bhiwandi,600,"4,333",26 L,1
1 BHK Apartment,Dombivli (West),525,"5,714",30 L,1
2 BHK Apartment,Mira Road East,1230,"10,975",1.35 Cr,2
1 BHK Apartment,Dronagiri,444,"8,671",38.5 L,1
2 BHK Apartment,Dronagiri,561,"8,823",49.5 L,2
2 BHK Apartment,Dronagiri,624,"8,814",55 L,2
1 BHK Apartment,Umroli,670,"2,500",16.75 L,1
1 BHK Apartment,Umroli,500,"2,500",12.5 L,1
1 BHK Apartment,Umroli,600,"2,500",15 L,1
1 BHK Apartment,Umroli,650,"2,500",16.25 L,1
2 BHK Apartment,Umroli,930,"2,500",23.25 L,2
1 BHK Apartment,Dombivali East,560,"3,571",19.99 L,1
1 BHK Apartment,Virar,460,"8,543",39.3 L,1
1 BHK Apartment,Virar,424,"8,702",36.9 L,1
1 BHK Apartment,Virar,513,"8,538",43.8 L,1
2 BHK Apartment,Virar,566,"9,005",50.97 L,2
1 BHK Apartment,Kalyan East,483,"9,128",43.99 L,1
1 BHK Apartment,Taloje,640,"4,400",28.16 L,1
1 BHK Apartment,Ulwe,635,"5,826",37 L,1
1 BHK Apartment,Bhiwandi,525,"4,190",22 L,1
1 BHK Apartment,Shahapur,437,"5,902",25.79 L,1
1 BHK Apartment,Shahapur,482,"5,898",28.43 L,1
1 BHK Apartment,Vasai,525,"4,000",21 L,1
1 BHK Apartment,Taloja,375,"6,533",24.5 L,1
2 BHK Apartment,Taloja,595,"6,554",39 L,2
1 BHK Apartment,Vangani,470,"4,255",20 L,1
2 BHK Apartment,Vangani,553,"4,204",23.25 L,2
1 BHK Apartment,Dundare,485,"3,908",18.95 L,1
1 BHK Apartment,Panvel,610,"4,000",24.4 L,1
1 BHK Apartment,Pale Bk.,535,"4,953",26.5 L,1
